Filename,Extracted Values
X8Y4TAXD,"{""Called up share capital not paid"": ""100"", ""Net assets"": ""100"", ""Tssued share capital"": ""nan"", ""Ordinary Shares 1 of &#194;&#163; each"": ""100"", ""Total Shareholder funds"": ""100""}"
X8Y4TBSP,"{""Current assets"": ""nan"", ""Cash at bank and in hand"": ""1"", ""Net assets"": ""1"", ""Issued share capital"": ""nan"", ""Ordinary Share 1 of &#194;&#163; each"": ""1"", ""Total Shareholder funds"": ""1""}"
X8Y4TCB6,{}
X8Y4TCWB,"{""Current assets"": ""nan"", ""Cash at bank and in hand"": ""001"", ""Net assets"": ""001"", ""Issued share capital"": ""nan"", ""Ordinary Share of &#194;&#163; 001 each"": ""001"", ""Total Shareholder funds"": ""001""}"
X8Y4TD22,"{""Called up share capital not paid"": ""2"", ""Net assets"": ""2"", ""Tssued share capital"": ""nan"", ""Ordinary Shares 1 of &#194;&#163; each"": ""2"", ""Total Shareholder funds"": ""2""}"
X8Y4TDK0,"{""Called up share capital not paid"": ""2"", ""Net assets"": ""2"", ""Tssued share capital"": ""2"", ""Ordinary Shares 1 of &#194;&#163; each"": ""2"", ""Total Shareholder funds"": ""2""}"
X8Y4TDOJ,"{""Current assets"": ""nan"", ""Cash at bank and in hand"": ""1"", ""Net assets"": ""1"", ""Issued share capital"": ""1"", ""ORDINARY Share of &#194;&#163;  each"": ""1"", ""Total Shareholder funds"": ""1""}"
X8Y4TFAZ,"{""Current Assets"": ""478"", ""Creditors: amounts falling due within one year"": ""-731"", ""Net current assets (liabilities)"": ""-253"", ""Total assets less current liabilities"": ""-253"", ""Creditors: amounts falling due after more than one year"": ""nan"", ""Total net assets (liabilities)"": ""-266"", ""Capital and reserves"": ""-266""}"
X8Y4TG1N,{}
X8Y4TGZ6,"{""Current Assets"": ""21293"", ""Creditors: amounts falling due within one year"": ""-7897"", ""Net current assets (liabilities)"": ""13396"", ""Total assets less current liabilities"": ""13396"", ""Total net assets (liabilities)"": ""13396"", ""Capital and reserves"": ""13396""}"
X8Y4THD4,"{""Current assets"": ""nan"", ""Cash at bank and in hand"": ""2"", ""Net assets"": ""2"", ""Issued share capital"": ""2"", ""Ordinary Shares 1 of &#194;&#163; each"": ""2"", ""Total Shareholder funds"": ""2""}"
X8Y4TJ1O,"{""Called up share capital not paid"": ""63"", ""Net assets"": ""63"", ""Tssued share capital"": ""nan"", ""Ordinary Shares of &#194;&#163;  each"": ""63"", ""Total Shareholder funds"": ""63""}"
X8Y4TJ1S,"{""Current Assets"": ""31263"", ""Creditors: amounts falling due within one year"": ""-24054"", ""Net current assets (liabilities)"": ""7209"", ""Total assets less current liabilities"": ""7209"", ""Total net assets (liabilities)"": ""7209"", ""Capital and reserves"": ""7209""}"
X8Y4TKGH,"{""Called up share capital not paid"": ""100"", ""Net assets"": ""100"", ""Tssued share capital"": ""nan"", ""Ordinary Shares 1 of &#194;&#163; each"": ""100"", ""Total Shareholder funds"": ""100""}"
X8Y4TKLK,"{""Called up share capital not paid"": ""100"", ""Net assets"": ""100"", ""Tssued share capital"": ""nan"", ""Ordinary Shares of &#194;&#163;  each"": ""100"", ""Total Shareholder funds"": ""100""}"
X8Y4TKPN,"{""Current Assets"": ""2124"", ""Creditors: amounts falling due within one year"": ""-250"", ""Net current assets (liabilities)"": ""1874"", ""Total assets less current liabilities"": ""1874"", ""Creditors: amounts falling due after more than one "": ""nan"", ""year"": ""-90628"", ""Total net assets (liabilities)"": ""-88754"", ""Capital and reserves"": ""-88754""}"
X8Y4TLIR,"{""Called up share capital not paid"": ""1"", ""Current Assets"": ""185"", ""Prepayments and accrued income"": ""135"", ""Net current assets (liabilities)"": ""185"", ""Total assets less current liabilities"": ""186"", ""Total net assets (liabilities)"": ""186"", ""Capital and reserves"": ""186""}"
X8Y4TOYI,"{""Fixed Assets"": ""105"", ""Current Assets"": ""3057"", ""Creditors: amounts falling due within one year"": ""-2940"", ""Net current assets (liabilities)"": ""117"", ""Total assets less current liabilities"": ""222"", ""Total net assets (liabilities)"": ""222"", ""Capital and reserves"": ""222""}"
X8Y4TQB7,"{""Fixed Assets"": ""23766"", ""Current Assets"": ""192707"", ""Creditors: amounts falling due within one year"": ""-61243"", ""Net current assets (liabilities)"": ""131464"", ""Total assets less current liabilities"": ""155230"", ""Total net assets (liabilities)"": ""155230"", ""Capital and reserves"": ""155230""}"
X8Y4TQBN,"{""Called up share capital not paid"": ""300"", ""Net assets"": ""300"", ""Tssued share capital"": ""300"", ""Ordinary Shares 1 of &#194;&#163; each"": ""300"", ""Total Shareholder funds"": ""300""}"
X8Y4TU43,"{""Called up share capital not paid"": ""0"", ""Cash at bank and in hand"": ""100"", ""Net assets"": ""100"", ""Authorised share capital"": ""100"", ""Issued share capital"": ""100"", ""ORDINARY SHARES of &#194;&#163;1 each"": ""100"", ""Total shareholder funds"": ""100"", ""NOTES consideration"": ""1"", ""received by the company 0 was"": ""&#194;&#163;""}"
X8XZIBOZ,"{""Called up share capital not paid"": ""1"", ""Fixed Assets"": ""23000"", ""Current Assets"": ""15474"", ""Creditors: amounts falling due within one year"": ""-35344"", ""Net current assets (liabilities)"": ""-19870"", ""Total assets less current liabilities"": ""3131"", ""Total net assets (liabilities)"": ""3131"", ""Capital and reserves"": ""3131""}"
X8XZINW9,"{""Called up share capital not paid"": ""1"", ""Net assets"": ""1"", ""Tssued share capital"": ""1"", ""Ordinary Share 1 of &#194;&#163; each"": ""1"", ""Total Shareholder funds"": ""1""}"
X8Y4QNJE,"{""Called up share capital not paid"": ""2"", ""Fixed Assets"": ""675"", ""Current Assets"": ""1675"", ""Prepayments and accrued income"": ""nan"", ""Creditors: amounts falling due within one year"": ""-1000"", ""Net current assets (liabilities)"": ""675"", ""Total assets less current liabilities"": ""677"", ""Creditors: amounts falling due after more than one year"": ""0"", ""Provisions for liabilities"": ""0"", ""Accruals and deferred income"": ""0"", ""Total net assets (liabilities)"": ""677"", ""Capital and reserves"": ""677""}"
X8Y4QWQB,"{""Fixed Assets"": ""6000"", ""Current Assets"": ""9228"", ""Creditors: amounts falling due within one year"": ""-10285"", ""Net current assets (liabilities)"": ""-1057"", ""Total assets less current liabilities"": ""4943"", ""Total net assets (liabilities)"": ""4943"", ""Capital and reserves"": ""4943""}"
X8Y4RM8X,"{""Called up share capital not paid"": ""nan"", ""Fixed Assets"": ""nan"", ""Current Assets"": ""11077"", ""Prepayments and accrued income"": ""nan"", ""Creditors: amounts falling due within one year"": ""-4215"", ""Net current assets (liabilities)"": ""6862"", ""Total assets less current liabilities"": ""6862"", ""Creditors: amounts falling due after more than one year"": ""0"", ""Provisions for liabilities"": ""0"", ""Accruals and deferred income"": ""0"", ""Total net assets (liabilities)"": ""6862"", ""Capital and reserves"": ""6862""}"
X8Y4SRGR,"{""Fixed Assets"": ""16232"", ""Current Assets"": ""174721"", ""Creditors: amounts falling due within one year"": ""-166173"", ""Net current assets (liabilities)"": ""8548"", ""Total assets less current liabilities"": ""24780"", ""Total net assets (liabilities)"": ""24780"", ""Capital and reserves"": ""24780""}"
X8Y4TD2I,"{""Called up share capital not paid"": ""100"", ""Net assets"": ""100"", ""Tssued share capital"": ""100"", ""Ordinary Shares of &#194;&#163;  each"": ""100"", ""Total Shareholder funds"": ""100""}"
X8Y4TGYA,"{""Called up share capital not paid"": ""000"", ""Current assets"": ""nan"", ""Cash at bank and in hand"": ""100"", ""Net assets"": ""100"", ""Issued share capital"": ""nan"", ""Ordinary Shares of &#194;&#163;100 each"": ""100"", ""Total Shareholder funds"": ""100""}"
